KOI,pRad,pRad_err,pPer,pPer_err,pNum 
id,earth_rad,earth_rad,days,days,int 
K00700.04,1.58,0.1345,68.1613598,0.0004941,4.0 
K00701.01,2.122,0.1735,18.16407876,1.76e-05,1.0 
K00701.02,1.427,0.0835,5.714890717,6.81e-06,2.0 
K00701.03,1.843,0.0945,122.3863812,0.0004967,3.0 
K00701.04,1.531,0.071,267.283301,0.004543,4.0 
K00701.05,0.612,0.0915,12.4416871,0.0001523,5.0 
K00704.01,2.335,0.0915,18.39628156,2.3e-05,1.0 
K00707.01,4.651,0.045,21.77568751,3.73e-05,1.0 
K00707.02,3.831,0.2245,41.0280637,0.0001385,2.0 
K00707.03,3.471,0.214,31.78476785,9.71e-05,3.0 
K00707.04,2.755,0.182,13.17556672,5.71e-05,4.0 
K00707.05,1.807,0.1705,5.66815436,4.3e-05,5.0 
K00709.01,2.252,0.133,21.38521506,3.88e-05,1.0 
K00711.01,3.074,0.095,44.699504,0.0001218,1.0 
K00711.02,1.483,0.197,3.619312195,6.7e-06,2.0 
K00711.03,2.704,0.2755,124.5244647,0.0005822,3.0 
K00714.01,2.387,0.0755,4.182002531,1.72e-06,1.0 
K00717.01,1.924,0.131,14.70748976,3.76e-05,1.0 
K00717.02,0.768,0.106,0.900376476,3.63e-06,2.0 
K00718.01,2.601,0.0965,4.585466823,5.11e-06,1.0 
K00718.02,3.17,0.0515,22.71444582,4.99e-05,2.0 
K00718.03,2.806,0.2105,47.9035211,0.0002113,3.0 
K00719.01,1.6985,0.243,9.034195469,5.29e-06,1.0 
K00719.03,1.272,0.3035,45.9027566,0.0001294,2.0 
K00719.04,0.868,0.1503,4.159817122,6.27e-06,3.0 
K00719.02,1.0669,0.0625,28.1224655,0.0001191,4.0 
K00720.01,3.0095,0.0757,5.690584519,2.9e-06,1.0 
K00720.02,2.7625,0.1437,10.04156852,7.72e-06,2.0 
K00720.03,2.6609,0.2419,18.3697231,2.04e-05,3.0 
K00720.04,1.6359,0.2256,2.795894073,3.26e-06,4.0 
K00721.01,3.002,0.2187,13.72465129,5.01e-05,1.0 
K00723.01,3.246,0.135,3.936993706,2.8e-06,1.0 
K00723.03,4.555,0.2955,10.08879697,7.36e-06,2.0 
K00723.02,3.513,0.301,28.08194365,4.54e-05,3.0 
K00732.01,3.191,0.5665,1.260259094,6.61e-07,1.0 
K00732.03,1.2841,0.187,5.25448795,5.31e-05,2.0 
K00732.02,1.098,0.254,3.29534933,2.82e-05,3.0 
K00733.01,3.6759,0.1256,5.924991308,6.66e-06,1.0 
K00733.02,2.487,0.1075,11.34933733,2.2e-05,2.0 
K00733.03,1.439,0.3752,3.132951625,9.06e-06,3.0 
K00733.04,2.2181,0.143,18.643516,5.38e-05,4.0 
K00734.01,5.2234,0.0885,24.54350418,6.44e-05,1.0 
K00734.02,4.2263,0.2018,70.2777109,0.0003877,2.0 
K00738.01,2.557,0.793,10.3392924,2.48e-05,1.0 
K00738.02,2.39,0.671,13.28689074,3.96e-05,2.0 
K00749.01,2.47,0.1505,5.34955671,9.14e-06,1.0 
K00749.02,1.644,0.1415,3.94104632,1.16e-05,2.0 
K00749.03,1.261,0.1475,8.10904671,7.48e-05,3.0 
K00752.01,2.316,0.107,9.48803146,2.95e-05,1.0 
K00752.02,2.9093,0.0955,54.418464,0.0002686,2.0 
K00756.01,4.6,0.145,11.09431923,2.14e-05,1.0 
K00756.02,3.268,0.2646,4.13443005,1.06e-05,2.0 
K00756.03,1.9297,0.5275,2.56659092,1.6e-05,3.0 
K00757.01,4.879,0.339,16.06862959,1.16e-05,1.0 
K00757.02,3.272,0.2461,41.1970874,0.0001019,2.0 
K00757.03,2.245,0.272,6.252964898,9.44e-06,3.0 
K00759.01,3.303,0.1935,32.62882975,9.59e-05,1.0 
K00759.02,2.0898,0.1375,91.77221,0.001004,2.0 
K00800.01,3.524,0.167,2.711502579,4.13e-06,1.0 
K00800.02,3.753,0.1891,7.21204152,1.48e-05,2.0 
K00806.02,11.747,0.263,60.32488611,2.64e-05,1.0 
K00806.01,8.581,0.281,143.2063518,0.0001932,2.0 
K00806.03,1.841,0.644,29.1598615,0.0002534,3.0 
K00825.01,2.221,0.544,8.10361363,1.96e-05,1.0 
K00825.02,1.539,0.148,4.71510365,1.87e-05,2.0 
K00829.01,3.225,0.1245,18.64929678,4.96e-05,1.0 
K00829.03,4.163,0.0955,38.5575914,0.0002101,2.0 
K00829.02,2.861,0.223,9.75193182,4.59e-05,3.0 
K00834.01,9.304,0.5845,23.65368621,1.71e-05,1.0 
K00834.02,3.615,0.4405,13.23356008,5.02e-05,2.0 
K00834.03,2.734,0.555,6.15555756,2.76e-05,3.0 
K00834.04,1.8008,0.229,2.09081565,1.03e-05,4.0 
K00834.05,3.15,0.1785,50.4473156,0.0007228,5.0 
K00835.01,2.396,0.2851,11.76305946,2.04e-05,1.0 
K00835.02,2.3441,0.23,56.2279697,0.0003034,2.0 
K00837.01,2.195,0.1325,7.95355717,1.72e-05,1.0 
K00837.02,1.447,0.2107,4.14451776,1.34e-05,2.0 
K00841.02,6.056,0.129,31.33050622,3.51e-05,1.0 
K00841.01,4.8013,0.097,15.33525912,1.8e-05,2.0 
K00841.03,2.04,0.4015,6.54626058,2.03e-05,3.0 
K00841.04,3.1573,0.3969,269.294246,0.004227,4.0 
K00853.01,2.7271,0.339,8.2039687,1.47e-05,1.0 
K00853.02,2.5115,0.2887,14.49643531,5.43e-05,2.0 
K00857.01,2.468,0.2773,5.71542485,7.47e-06,1.0 
K00857.02,1.8374,0.3881,20.026231,0.0001094,2.0 
K00864.01,2.947,0.1285,4.311779906,4.49e-06,1.0 
K00864.02,2.549,0.214,20.05040157,8.78e-05,2.0 
K00864.03,2.2692,0.1745,9.76734365,2.94e-05,3.0 
K00869.01,2.587,0.161,7.49017229,1.01e-05,1.0 
K00869.02,3.058,0.2046,36.27594657,8.35e-05,2.0 
K00869.03,2.3312,0.1575,17.46085263,4.61e-05,3.0 
K00869.04,1.708,0.1855,3.219821056,4.74e-06,4.0 
K00870.01,1.971,0.2036,5.912268297,5.98e-06,1.0 
K00870.02,1.879,0.1115,8.98584768,1.48e-05,2.0 
K00872.01,7.357,0.0925,33.60122066,1.97e-05,1.0 
K00872.02,1.712,0.091,6.76652078,1.5e-05,2.0 
K00874.01,2.164,0.374,4.601816855,5.35e-06,1.0 
K00874.02,1.43,0.1015,11.18714042,5.23e-05,2.0 
K00880.02,5.067,0.2345,51.53998542,5.94e-05,1.0 
K00880.01,3.59,0.085,26.44435456,3.94e-05,2.0 
K00880.03,2.229,0.269,5.902246921,7.37e-06,3.0 
K00880.04,1.9008,0.1955,2.382952186,3.05e-06,4.0 
K00884.01,4.282,0.1215,9.439460801,4.87e-06,1.0 
K00884.02,5.3918,0.1702,20.47735749,1.85e-05,2.0 
K00884.03,1.784,0.2055,3.336125104,6.29e-06,3.0 
K00892.01,2.671,0.5944,10.37168453,1.45e-05,1.0 
K00892.02,1.3977,0.0995,3.96994893,1.32e-05,2.0 
K00906.01,2.3579,0.269,7.15681773,1.23e-05,1.0 
K00906.02,2.1761,0.134,17.64830992,5.85e-05,2.0 
K00906.03,0.975,0.2023,4.14808732,2.96e-05,3.0 
K00907.01,2.596,0.1956,16.5141282,3.25e-05,1.0 
K00907.02,3.003,0.075,30.1329303,0.0001003,2.0 
K00907.04,2.52,0.149,99.6409653,0.0005732,3.0 
K00907.03,1.297,0.356,4.79091735,2.32e-05,4.0 
K00918.01,9.94,0.1605,39.64317811,1.11e-05,1.0 
K00921.02,3.098,0.085,18.11989364,3.69e-05,1.0 
K00921.01,2.656,0.468,10.28192877,1.85e-05,2.0 
K00921.03,1.7438,0.1705,3.78403393,1.12e-05,3.0 
K00934.01,3.594,0.15,5.826659194,6.37e-06,1.0 
K00934.03,2.5852,0.1518,18.74653971,8.19e-05,2.0 
K00934.02,2.264,0.265,12.41217869,5e-05,3.0 
K00935.01,5.509,0.2201,20.86021267,2.45e-05,1.0 
K00935.02,5.233,0.1815,42.63416177,9.07e-05,2.0 
K00935.03,4.01,0.335,87.6475334,0.0005202,3.0 
K00935.04,1.947,0.3205,9.61730282,3.67e-05,4.0 
K00939.01,1.662,0.258,3.388011854,9.01e-06,1.0 
K00939.02,1.625,0.137,5.83908991,1.91e-05,2.0 
K00939.04,1.812,0.0975,10.68167916,4.66e-05,3.0 
K00939.03,1.236,0.0985,1.620467836,5.39e-06,4.0 
K00941.01,4.4739,0.239,6.581478842,5.01e-06,1.0 
K00941.03,5.3002,0.0795,24.66459711,3.97e-05,2.0 
K00941.02,2.5038,0.3652,2.382652169,3.28e-06,3.0 
K00954.01,2.6945,0.5622,8.11529219,1.4e-05,1.0 
K00954.02,2.7315,0.2113,36.9249531,0.0001127,2.0 
K00958.01,2.474,0.2581,21.76129394,1.08e-05,1.0 
K00986.01,2.108,0.225,8.1874109,1.62e-05,1.0 
K00986.02,1.917,0.117,76.0510651,0.000882,2.0 
K00987.01,1.292,0.109,3.179262921,2.52e-06,1.0 
K00988.01,2.094,0.123,10.38123451,1.12e-05,1.0 
K00988.02,2.1872,0.064,24.57081569,4.69e-05,2.0 
K00991.01,1.516,0.104,12.06222443,2.65e-05,1.0 
K00993.01,1.6236,0.1843,21.8536791,9.75e-05,1.0 
K00993.02,1.3798,0.0795,13.06076688,9.21e-05,2.0 
K00993.03,1.3515,0.1399,86.723152,0.001814,3.0 
K00999.01,2.583,0.2921,16.56805949,5.08e-05,1.0 
K00999.02,2.217,0.1406,47.3330262,0.0003548,2.0 
K01002.01,1.1385,0.1515,3.48159251,1.12e-05,1.0 
K01015.01,3.313,0.162,9.42887179,2.44e-05,1.0 
K01015.02,1.777,0.1052,4.08899022,1.93e-05,2.0 
K01015.03,2.2053,0.1785,16.9974474,0.0001421,3.0 
K01050.01,1.532,0.1145,1.269090374,1.01e-06,1.0 
K01050.02,1.3452,0.3651,2.853133644,4.12e-06,2.0 
K01052.01,2.321,0.078,17.02902105,6.98e-05,1.0 
K01052.02,1.524,0.1133,6.84619299,3.68e-05,2.0 
K01052.03,2.184,0.152,67.8318309,0.0008603,3.0 
K01052.04,2.3417,0.111,43.1308082,0.000369,4.0 
K01069.01,2.855,0.159,8.70419416,1.28e-05,1.0 
K01069.02,1.6484,0.2432,2.46697439,6.58e-06,2.0 
K01089.01,9.992,0.2615,86.67855186,6.29e-05,1.0 
K01089.02,5.183,0.1453,12.218278,1.12e-05,2.0 
K01102.02,3.069,0.481,8.14511872,4.03e-05,1.0 
K01102.01,6.379,0.493,12.33340885,6.67e-05,2.0 
K01102.03,3.1852,0.463,18.99850923,9.54e-05,3.0 
K01102.04,1.85,34.6113,4.24437621,2.43e-05,4.0 
K01115.01,2.98,0.472,12.99207337,5.43e-05,1.0 
K01116.01,1.5417,0.2535,3.749100061,7.14e-06,1.0 
K01118.01,1.8466,0.1595,7.37292311,2.75e-05,1.0 
K01127.01,4.217,0.1792,5.32670215,1.92e-05,1.0 
K01127.02,2.588,0.2583,8.12810877,9.9e-05,2.0 
K01127.03,2.223,0.4015,2.83669898,2.77e-05,3.0 
K01128.01,1.169,0.2825,0.974868926,8e-07,1.0 
K01145.01,2.347,0.2425,30.58725115,7.97e-05,1.0 
K01148.01,1.8324,0.055,11.4761013,4.96e-05,1.0 
K01148.02,1.4973,0.1235,25.2630268,0.0003282,2.0 
K01150.01,1.0158,0.2303,0.677375164,1.25e-06,1.0 
K01151.01,1.229,0.1958,10.43547805,2.7e-05,1.0 
K01151.02,0.942,0.1177,7.41086267,3.31e-05,2.0 
K01151.03,0.669,0.06,5.24972541,4.06e-05,3.0 
K01151.05,0.8,0.051,21.7202824,0.0002693,4.0 
K01151.04,0.764,0.0445,17.4532952,0.0001489,5.0 
K01161.01,2.378,0.058,6.05730524,1.93e-05,1.0 
K01161.02,1.9653,0.052,10.93730071,4.74e-05,2.0 
K01161.03,1.871,0.1285,2.9713641,1.08e-05,3.0 
K01162.01,3.344,0.1802,158.6853308,0.0004373,1.0 
K01163.01,1.4294,0.1065,2.936526966,5.23e-06,1.0 
K01163.02,1.5126,0.1515,8.01494715,3.43e-05,2.0 
K01165.01,2.0316,0.1216,7.053936122,7.49e-06,1.0 
K01165.02,0.677,0.1937,4.29264638,3.43e-05,2.0 
K01169.01,1.459,0.1664,0.689209786,4.41e-07,1.0 
K01196.02,2.137,0.0505,11.634864,8.45e-05,1.0 
K01196.03,2.4392,0.065,33.1981054,0.0003191,2.0 
K01199.01,2.303,0.1455,53.5293487,0.0002571,1.0 
K01203.01,2.6455,0.4209,31.8841569,0.0002563,1.0 
K01203.02,2.2139,0.1285,14.12846178,7.17e-05,2.0 
K01203.03,2.1543,0.2282,48.6476601,0.0007881,3.0 
K01215.01,2.994,0.1918,17.32417247,6.51e-05,1.0 
K01215.02,2.984,0.2138,33.0063025,0.0001528,2.0 
K01216.01,2.39,0.258,11.13125132,3.57e-05,1.0 
K01218.01,1.8614,0.1515,29.6193421,0.0001144,1.0 
K01239.01,1.477,0.125,0.783276166,1.23e-06,1.0 
K01239.02,1.556,0.2042,3.17405968,1.08e-05,2.0 
K01240.01,1.613,0.092,2.139556503,3.2e-06,1.0 
K01240.02,2.2862,0.103,4.807099588,6.56e-06,2.0 
K01270.01,2.53,0.0825,5.729328624,5.89e-06,1.0 
K01270.02,1.789,0.2505,11.60907117,3.67e-05,2.0 
K01275.01,3.963,0.267,50.28638192,8.86e-05,1.0 
K01276.01,2.389,0.096,22.79021423,6.25e-05,1.0 
K01276.02,1.365,0.1785,13.26084292,9.85e-05,2.0 
K01278.01,2.878,0.126,24.80568031,9.14e-05,1.0 
K01278.02,3.266,0.088,44.3470995,0.0001632,2.0 
K01278.04,1.471,0.1745,13.639525,0.0002316,3.0 
K01278.03,1.363,0.196,9.2206889,0.0001493,4.0 
K01279.01,1.935,0.1105,14.37457351,3.24e-05,1.0 
K01279.02,1.074,0.108,9.65185017,5.01e-05,2.0 
K01283.01,1.623,0.093,8.09219642,3.3e-05,1.0 
K01300.01,1.5367,0.0635,0.631332353,3.47e-07,1.0 
K01301.02,2.349,0.191,37.5140693,0.0002051,1.0 
K01301.01,2.2416,0.1283,12.69902995,4.63e-05,2.0 
K01305.01,1.354,0.1685,2.633857233,6.76e-06,1.0 
K01305.02,1.187,0.1945,6.18666218,4.31e-05,2.0 
K01306.02,1.4485,0.086,3.46808239,1.54e-05,1.0 
K01306.01,1.3504,0.0845,1.796324389,5.87e-06,2.0 
K01306.03,1.4469,0.1279,5.91428767,3.41e-05,3.0 
K01306.04,1.7575,0.1212,29.2215101,0.0002228,4.0 
K01307.01,2.881,0.1327,44.8521071,0.000154,1.0 
K01307.02,2.2583,0.1684,20.34234237,5.94e-05,2.0 
K01308.01,3.263,0.328,23.58447697,7.6e-05,1.0 
K01311.01,2.786,0.1941,83.5783259,0.0002773,1.0 
K01315.01,1.743,0.3345,6.84638908,1.69e-05,1.0 
K01316.01,1.668,0.272,7.64972303,4.72e-05,1.0 
K01332.01,2.813,0.1735,19.30577159,7.81e-05,1.0 
K01332.03,2.59,0.18,56.6388791,0.000803,2.0 
K01332.02,1.558,0.1645,6.09750607,4.94e-05,3.0 
K01336.01,2.117,0.1725,10.21866016,5.1e-05,1.0 
K01336.02,2.7413,0.11,15.57363551,9.23e-05,2.0 
K01336.03,2.66,0.1225,40.1014272,0.0003146,3.0 
K01336.04,1.485,0.3152,4.45815716,3.36e-05,4.0 
K01338.01,1.514,0.3885,3.222969273,9.46e-06,1.0 
K01344.01,1.532,0.1376,4.48758907,1.65e-05,1.0 
K01353.01,11.208,0.082,125.8654339,5.98e-05,1.0 
K01353.02,2.1886,0.0875,34.5438464,0.0001501,2.0 
K01359.02,7.513,0.486,104.8206039,0.0002291,1.0 
K01359.01,3.712,0.1903,37.101107,0.0001212,2.0 
K01360.01,2.654,0.406,36.7704731,0.0001272,1.0 
K01360.02,2.1275,0.203,14.58932462,4.11e-05,2.0 
K01360.03,0.812,0.351,0.764020072,3.54e-06,3.0 
K01363.01,2.7711,0.1891,3.54653414,1.01e-05,1.0 
K01363.02,2.4614,0.0655,5.70071153,2.47e-05,2.0 
K01364.02,2.185,0.3598,7.0556671,2.27e-05,1.0 
K01364.03,2.164,0.3307,11.978822,5.72e-05,2.0 
K01364.01,2.324,0.152,20.8342947,0.000125,3.0 
K01364.04,1.502,0.1575,3.71545391,1.93e-05,4.0 
K01364.05,1.342,0.1675,2.58082149,1.23e-05,5.0 
K01366.01,2.9002,0.113,19.25405306,5.23e-05,1.0 
K01366.02,3.6781,0.107,54.1561078,0.0002783,2.0 
K01367.01,1.32,0.2407,0.567857136,4.44e-07,1.0 
K01378.01,2.185,0.4122,19.30096321,8.69e-05,1.0 
K01379.01,1.3322,0.0705,5.62153941,1.27e-05,1.0 
K01396.01,2.635,0.4509,6.62643626,1.62e-05,1.0 
K01396.02,1.675,0.1314,3.70120482,1.35e-05,2.0 
K01412.01,3.487,0.1785,37.8144514,0.0001545,1.0 
K01426.02,6.322,0.1265,74.92771752,6.81e-05,1.0 
K01426.03,12.0481,0.3565,150.0190609,0.0001728,2.0 
K01426.01,2.785,0.296,38.86840425,8.8e-05,3.0 
K01428.01,1.768,25.8454,0.927859821,5.49e-07,1.0 
K01432.01,2.685,0.1305,6.88595559,2.44e-05,1.0 
K01432.02,1.598,0.1795,15.0548689,0.0001128,2.0 
K01432.03,1.288,0.367,2.92721559,1.55e-05,3.0 
K01432.04,1.774,0.106,38.2856338,0.0004935,4.0 
K01436.01,1.383,0.0875,2.508554095,7.02e-06,1.0 
K01436.02,1.797,0.1265,13.75134642,5.13e-05,2.0 
K01436.03,1.5894,0.0765,5.41907559,2.11e-05,3.0 
K01442.01,1.141,0.0975,0.669309686,5.28e-07,1.0 
K01478.01,5.042,0.1454,76.13602028,5.53e-05,1.0 
K01480.01,2.793,0.041,20.38177573,5.32e-05,1.0 
K01480.02,1.052,0.2125,7.00441825,7.22e-05,2.0 
K01486.01,10.99,0.1765,127.2824031,0.0002105,1.0 
K01486.02,3.336,0.096,30.1836854,0.0001176,2.0 
K01528.01,1.158,0.692,3.989539666,9.76e-06,1.0 
K01529.01,1.9927,0.2235,17.9776157,0.0001874,1.0 
K01529.02,1.2473,0.0655,11.8691507,0.0002814,2.0 
K01530.01,2.032,0.286,12.98495573,3.44e-05,1.0 
K01531.01,1.3008,0.1845,5.69919514,1.36e-05,1.0 
K01533.01,1.258,0.1005,6.24146367,2.15e-05,1.0 
K01535.01,1.751,0.1198,70.6979061,0.0003086,1.0 
K01536.01,1.247,0.0655,3.744439,1.37e-05,1.0 
K01557.01,2.679,0.086,3.295703644,1.42e-06,1.0 
K01557.02,2.295,0.071,9.6534764,1.1e-05,2.0 
K01557.03,2.3373,0.142,5.315953474,4.78e-06,3.0 
K01557.04,1.041,0.12,1.499146953,2.8e-06,4.0 
K01563.01,3.227,0.2,5.48711079,1.15e-05,1.0 
K01563.02,3.3542,0.0655,8.29087418,3.09e-05,2.0 
K01563.03,1.696,0.301,3.20539833,1.61e-05,3.0 
K01563.04,2.6994,0.4065,16.73865956,8.36e-05,4.0 
K01567.01,2.255,0.1225,7.2402285,1.64e-05,1.0 
K01567.03,2.2388,0.2477,17.32668599,6.98e-05,2.0 
K01567.02,1.5881,0.1897,4.64621076,1.64e-05,3.0 
K01567.04,2.3894,0.1918,44.8412214,0.0002879,4.0 
K01576.01,2.834,0.1378,10.41572924,1.21e-05,1.0 
K01576.02,2.554,0.2079,13.08424096,2.24e-05,2.0 
K01576.03,1.059,0.24,23.3397956,0.000585,3.0 
K01581.02,5.4049,0.2435,144.547396,0.002274,2.0 
K01589.01,2.6992,0.151,8.72585936,3.19e-05,1.0 
K01589.02,2.8758,0.8738,12.88296485,7.37e-05,2.0 
K01589.03,2.2617,0.3426,27.4345883,0.0001238,3.0 
K01589.05,2.0465,0.4075,44.5518416,0.0004235,4.0 
K01589.04,1.2742,0.1922,4.22451369,2.53e-05,5.0 
K01590.01,1.8052,0.1825,12.89010472,6.88e-05,1.0 
K01590.02,1.2798,0.116,2.355746434,9.58e-06,2.0 
K01590.03,1.6399,0.1653,4.74664825,2.72e-05,3.0 
K01596.01,1.495,0.1238,5.92365634,1.7e-05,1.0 
K01596.02,3.3119,0.2887,105.3585964,0.0005565,2.0 
K01598.01,3.258,0.0795,56.476167,0.0001266,1.0 
K01598.02,2.678,0.4805,92.8750347,0.0005498,2.0 
K01598.03,1.2113,0.2955,13.93072278,7.66e-05,3.0 
K01606.01,1.44,0.296,5.082746517,8.37e-06,1.0 
K01608.01,1.659,0.1132,9.17613539,3.37e-05,1.0 
K01608.02,1.616,0.073,19.7383913,0.0001306,2.0 
K01608.03,2.057,0.084,232.058029,0.007588,3.0 
K01609.01,2.181,0.2085,41.6979976,0.0001595,1.0 
K01612.01,0.689,0.1335,2.465026158,4.74e-06,1.0 
K01615.01,1.336,0.1065,1.340597468,1.95e-06,1.0 
K01616.01,1.665,0.017,13.93290318,4.46e-05,1.0 
K01616.02,0.77,0.067,34.775371,0.001274,2.0 
K01619.01,0.706,0.1835,20.6655144,0.0001036,1.0 
K01621.01,2.44,0.1705,20.310501,5.66e-05,1.0 
K01629.01,1.659,0.0505,4.40966548,1.19e-05,1.0 
K01632.01,1.5523,0.11,4.59489604,1.41e-05,1.0 
K01647.01,2.4302,0.2,14.9702081,8.26e-05,1.0 
K01647.02,2.1788,0.2298,32.2752118,0.0005578,2.0 
K01647.03,1.2982,0.442,6.33027476,7.17e-05,3.0 
K01655.01,1.337,0.3342,0.938466832,9.54e-07,1.0 
K01665.01,1.72,0.2041,6.93366476,3.54e-05,1.0 
K01665.02,1.246,0.066,5.91393977,4.93e-05,2.0 
K01688.01,1.614,0.195,0.921032135,3.15e-06,1.0 
K01692.01,2.834,0.3255,5.96040108,3.64e-06,1.0 
K01692.02,0.8944,0.094,2.46106655,1.1e-05,2.0 
K01695.01,2.047,0.2055,71.4517775,0.0007523,1.0 
K01706.01,1.437,0.0832,1.921437396,2.12e-06,1.0 
K01707.01,4.184,0.128,96.105471,0.001167,1.0 
K01707.02,3.9631,0.1224,265.467621,0.004382,2.0 
K01715.01,1.9094,0.6095,105.0141157,0.0006782,1.0 
K01726.01,2.062,0.6339,44.96417488,6.96e-05,1.0 
K01738.01,1.084,0.2867,4.167892514,9.46e-06,1.0 
K01751.01,2.445,0.108,8.689307296,9.63e-06,1.0 
K01751.02,3.2718,0.0575,20.99747771,4.53e-05,2.0 
K01779.01,4.035,0.1165,4.662719058,1.86e-06,1.0 
K01779.02,3.3856,0.4122,11.8150013,1.29e-05,2.0 
K01781.01,3.4605,0.223,7.834427877,2.98e-06,1.0 
K01781.02,1.9915,0.2766,3.005155704,2.02e-06,2.0 
K01781.03,3.6039,0.2927,58.0192007,0.0001535,3.0 
K01783.01,9.179,0.1653,134.4786723,0.0001796,1.0 
K01783.02,5.548,0.3006,284.060953,0.00119,2.0 
K01792.01,6.9117,0.4195,88.40655258,8.31e-05,1.0 
K01792.03,1.8696,0.4615,9.10967112,2.53e-05,2.0 
K01797.01,2.4378,1.0647,16.78176602,1.59e-05,1.0 
K01800.01,6.2915,0.2899,7.794301316,1.82e-06,1.0 
K01802.01,2.791,0.2015,5.248672631,3.12e-06,1.0 
K01803.01,2.319,0.5476,4.539287693,3.81e-06,1.0 
K01805.01,2.6472,0.2305,6.941359624,4.38e-06,1.0 
K01805.03,1.6432,0.0945,4.362744362,5.83e-06,2.0 
K01805.02,2.0,0.2169,31.78209253,6.71e-05,3.0 
K01809.02,1.519,0.1342,4.915387067,6.66e-06,1.0 
K01809.01,2.29,0.1105,13.0939051,1.46e-05,2.0 
K01813.01,2.0997,0.149,9.7678805,1.11e-05,1.0 
K01815.01,2.016,0.1905,3.12686223,1.67e-06,1.0 
K01818.01,2.5652,0.1753,16.87727414,2.87e-05,1.0 
K01819.01,1.903,0.187,12.05707239,1.59e-05,1.0 
K01820.01,1.507,0.209,4.337224039,5.64e-06,1.0 
K01820.02,0.895,0.1175,1.653893465,4.03e-06,2.0 
K01822.01,2.646,0.072,150.8779906,0.0003842,1.0 
K01824.01,1.649,0.0525,3.553829671,4.87e-06,1.0 
K01824.02,1.3546,0.1255,1.67832545,2.01e-06,2.0 
K01825.01,2.092,0.1025,13.5225106,2.26e-05,1.0 
K01826.01,3.154,0.1356,134.2527298,0.0005661,1.0 
K01831.01,3.5503,0.122,51.8096695,0.0002336,1.0 
K01831.02,1.176,0.1455,4.38536461,1.46e-05,2.0 
K01831.04,1.6606,0.4852,13.97946561,3.98e-05,3.0 
K01831.03,1.126,0.064,34.2069395,0.0006869,4.0 
K01832.01,2.6197,0.1578,4.544437773,5e-06,1.0 
K01832.02,2.9495,0.0475,12.76224947,4.45e-05,2.0 
K01832.03,2.6677,0.2153,38.7146833,0.0001793,3.0 
K01835.02,1.729,0.4316,2.248288538,2.6e-06,1.0 
K01835.01,1.913,0.3449,4.580338622,6.73e-06,2.0 
K01835.03,1.2649,0.094,6.76689811,1.63e-05,3.0 
K01837.01,2.0761,0.1045,34.1731714,7.36e-05,1.0 
K01837.02,1.0282,0.1099,1.682934604,2.93e-06,2.0 
K01839.01,1.937,0.1703,9.59070716,2.32e-05,1.0 
K01839.02,2.3232,0.0878,80.4112953,0.0005022,2.0 
K01841.01,2.0316,0.102,49.6077331,0.0001208,1.0 
K01845.01,1.6118,0.2178,1.970342457,2.36e-06,1.0 
K01845.02,2.8751,0.1721,5.058213203,4.97e-06,2.0 
K01848.01,2.9134,0.1361,49.6221509,0.000171,1.0 
K01850.01,2.641,0.3333,11.55102504,2.75e-05,1.0 
K01854.01,2.134,0.3562,43.0342272,0.0001479,1.0 
K01856.01,2.227,0.3215,46.2988021,0.0001524,1.0 
K01857.01,2.8908,0.1783,88.6442364,0.000303,1.0 
K01858.01,3.0041,0.1045,116.331901,0.001381,1.0 
K01858.02,1.755,0.3214,86.049055,0.006998,2.0 
K01860.01,2.661,0.2675,6.31942727,1.16e-05,1.0 
K01860.02,2.4148,0.1606,12.20945351,3.28e-05,2.0 
K01860.03,1.6026,0.195,3.076452083,8.49e-06,3.0 
K01860.04,1.3952,0.2136,24.8435099,0.0004607,4.0 
K01861.01,2.805,0.1468,17.50442748,4.75e-05,1.0 
K01862.01,2.285,0.1453,56.4349938,0.0001446,1.0 
K01863.01,2.85,0.137,33.78882491,8.71e-05,1.0 
K01871.01,2.5296,0.112,92.7296775,0.0004014,1.0 
K01871.02,1.9879,0.141,32.3763405,0.0001365,2.0 
K01875.02,1.3802,0.2148,0.538354308,6.75e-07,1.0 
K01875.01,2.3811,0.1727,9.91723428,2.47e-05,2.0 
K01877.01,1.6745,0.1291,20.16034462,5.02e-05,1.0 
K01883.01,1.31,0.2484,2.707306716,5.53e-06,1.0 
K01889.01,3.1489,0.1939,14.30511983,4.34e-05,1.0 
K01889.02,1.5709,0.068,9.18186435,6.25e-05,2.0 
K01891.01,2.141,0.3427,15.95545002,4.7e-05,1.0 
K01891.02,1.325,0.1425,8.25981532,4.82e-05,2.0 
K01893.01,2.035,0.1195,3.554856915,6.71e-06,1.0 
K01897.01,3.314,0.086,59.7711437,0.0002093,1.0 
K01898.01,1.5659,0.1025,6.49801525,1.32e-05,1.0 
K01901.01,2.7364,0.3185,85.6535849,0.0003696,1.0 
K01904.01,1.2753,0.1781,12.43931193,2.84e-05,1.0 
K01905.01,1.166,0.3463,7.62634063,2.27e-05,1.0 
K01905.02,1.0,0.1084,15.9956114,0.0001017,2.0 
K01905.03,1.11,0.061,34.2113054,0.0003146,3.0 
K01909.01,1.371,0.0595,12.75802811,3.08e-05,1.0 
K01909.02,1.059,0.067,5.47033694,1.42e-05,2.0 
K01909.03,1.4576,0.0655,25.09852783,8.83e-05,3.0 
